search_keyword,search_cnt,click_cnt,click_rate
happy ending,100,66,0.66
좋아 좋아,203,134,0.6601
matsuri,156,103,0.6603
그리워,156,103,0.6603
작은 날,162,107,0.6605
august,681,450,0.6608
너 없인 안 된다,121,80,0.6612
고마워,124,82,0.6613
little bit of love,136,90,0.6618
너와 나,719,476,0.662
소중한 사랑,142,94,0.662
코스모스,225,149,0.6622
bittersweet,225,149,0.6622
