search_keyword,search_cnt,click_cnt,click_rate
행운을 부탁해,103,70,0.6796
lover,328,223,0.6799
good goodbye,100,68,0.68
1989,100,68,0.68
parachute,185,126,0.6811
몰라,138,94,0.6812
우리의 계절,226,154,0.6814
오늘 뭐 했는지 말해봐,110,75,0.6818
heaven,1009,688,0.6819
끝,438,299,0.6826
bounce,120,82,0.6833
ghost,553,378,0.6835
paranoid,155,106,0.6839
first love,418,286,0.6842
긴 꿈,133,91,0.6842
love like this,114,78,0.6842
보고싶다,368,252,0.6848
행복했던 날들이었다,127,87,0.685
rollin,143,98,0.6853
surf,248,170,0.6855
영원해,245,168,0.6857
never not,261,179,0.6858
love me more,121,83,0.686
