search_keyword,search_cnt,click_cnt,click_rate
today lover,107,74,0.6916
speed,182,126,0.6923
시한부,140,97,0.6929
마마,215,149,0.693
조선힙합 살다보니,1111,770,0.6931
yes or no,248,172,0.6935
구름,428,297,0.6939
only one,245,170,0.6939
흔들리는 시간 속에,108,75,0.6944
윤하 기다리다,118,82,0.6949
sorry,305,212,0.6951
where you at,164,114,0.6951
jungle,105,73,0.6952
버드나무,105,73,0.6952
신청곡,128,89,0.6953
