search_keyword,search_cnt,click_cnt,click_rate
goodbye,2597,1767,0.6804
abg,191,130,0.6806
너의 바다,166,113,0.6807
boyfriend,260,177,0.6808
영케이 shut the door,279,190,0.681
i love it,160,109,0.6813
늙은 사랑,160,109,0.6813
이음,267,182,0.6816
once,132,90,0.6818
안았어야해,110,75,0.6818
tonight,481,328,0.6819
마침표,151,103,0.6821
느낌,129,88,0.6822
삐에로,142,97,0.6831
