search_keyword,search_cnt,click_cnt,click_rate
오늘 뭐 했는지 말해봐,108,74,0.6852
why,499,342,0.6854
비밀,477,327,0.6855
save me,194,133,0.6856
midnight sun,105,72,0.6857
레인,105,72,0.6857
numb,191,131,0.6859
지금 이대로도 좋아,118,81,0.6864
i like it,185,127,0.6865
flirt,182,125,0.6868
wake up,275,189,0.6873
paranoid,160,110,0.6875
she is,128,88,0.6875
영원히,426,293,0.6878
good goodbye,109,75,0.6881
